Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
1767,"5 BHK Flat for Sale in Sector 11, Mumbai","A beautiful 5 BHK apartment located in Sector 11, Mumbai, close to schools and markets.",7.66 Cr,76597699.0,"Sector 11, Mumbai",1585 sqft,Under Construction,Basement out of 6,Resale,Furnished,East,Main Road,Society 213,5.0,,0.0,Power Of Attorney,2438 sqft,39x39,305.6 sqm
1768,"4 BHK Flat for Sale in Sector 17, Mumbai","A beautiful 4 BHK apartment located in Sector 17, Mumbai, close to schools and markets.",5.56 Cr,,"Sector 17, Mumbai",134.6 sqm,Ready to Move,1 out of 8,New Property,Furnished,South,Not Available,Society 89,4.0,1.0,1.0,Leasehold,2306 sqft,38x38,
1769,"2 BHK Flat for Sale in Sector 51, Kolkata","A beautiful 2 BHK apartment located in Sector 51, Kolkata, close to schools and markets.",77.38 Lac,,"Sector 51, Kolkata",750 sqft,Ready to Move,1 out of 1,New Property,Semi-Furnished,North-East,Main Road,Society 35,2.0,2.0,1.0,Co-operative Society,103.0 sqm,27x27,
1770,"3 BHK Flat for Sale in Sector 31, Delhi","A beautiful 3 BHK apartment located in Sector 31, Delhi, close to schools and markets.",3.28 Cr,32801993.0,"Sector 31, Delhi",944 sqft,Under Construction,14 out of 25,Resale,Unfurnished,West,,Society 11,3.0,3.0,1.0,Leasehold,1539 sqft,30x30,
1771,"3 BHK Flat for Sale in Extension, Lucknow","A beautiful 3 BHK apartment located in Extension, Lucknow, close to schools and markets.",65.77 Lac,6577401.0,"Extension, Lucknow",1212 sqft,Under Construction,1 out of 6,New Property,Furnished,South-East,Main Road,Society 374,3.0,2.0,0.0,Freehold,1536 sqft,34x34,
1772,"3 BHK Flat for Sale in Sector 5, Nagpur","A beautiful 3 BHK apartment located in Sector 5, Nagpur, close to schools and markets.",69.97 Lac,,"Sector 5, Nagpur",1075 sqft,Ready to Move,5 out of 18,Resale,Unfurnished,,Pool,Society 251,3.0,3.0,1.0,Freehold,1703 sqft,32x32,
1773,"5 BHK Flat for Sale in Sector 59, Nagpur","A beautiful 5 BHK apartment located in Sector 59, Nagpur, close to schools and markets.",6.32 Cr,,"Sector 59, Nagpur",1916 sqft,Under Construction,5 out of 21,New Property,Semi-Furnished,North,Club,Society 160,5.0,1.0,1.0,Leasehold,2473 sqft,43x43,
1774,"2 BHK Flat for Sale in Phase 4, Jaipur","A beautiful 2 BHK apartment located in Phase 4, Jaipur, close to schools and markets.",52.9 Lac,5289674.0,"Phase 4, Jaipur",621 sqft,Under Construction,Basement out of 6,Resale,Unfurnished,East,,Society 72,2.0,0.0,1.0,Leasehold,949 sqft,24x24,
1775,"4 BHK Flat for Sale in Sector 31, Ghaziabad","A beautiful 4 BHK apartment located in Sector 31, Ghaziabad, close to schools and markets.",84.83 Lac,,"Sector 31, Ghaziabad",1412 sqft,Under Construction,7 out of 11,Resale,Unfurnished,North-East,Pool,Society 207,4.0,1.0,2.0,Freehold,2083 sqft,37x37,
1776,"4 BHK Flat for Sale in Phase 6, Bangalore","A beautiful 4 BHK apartment located in Phase 6, Bangalore, close to schools and markets.",1.87 Cr,,"Phase 6, Bangalore",1486 sqft,Under Construction,15 out of 26,New Property,Semi-Furnished,South-West,Pool,Society 269,4.0,0.0,0.0,Co-operative Society,1739 sqft,38x38,1947 sqft
1777,"4 BHK Flat for Sale in Sector 13, Navi Mumbai","A beautiful 4 BHK apartment located in Sector 13, Navi Mumbai, close to schools and markets.",2.39 Cr,23945485.0,"Sector 13, Navi Mumbai",161.0 sqm,Ready to Move,Basement out of 29,New Property,Unfurnished,South-East,,Society 218,4.0,1.0,1.0,Co-operative Society,2245 sqft,41x41,
1778,"3 BHK Flat for Sale in Sector 39, Pune","A beautiful 3 BHK apartment located in Sector 39, Pune, close to schools and markets.",1.72 Cr,,"Sector 39, Pune",1157 sqft,Under Construction,12 out of 22,Resale,Furnished,,Not Available,Society 19,3.0,2.0,1.0,Co-operative Society,1716 sqft,34x34,
1779,"3 BHK Flat for Sale in Phase 2, Hyderabad","A beautiful 3 BHK apartment located in Phase 2, Hyderabad, close to schools and markets.",88.44 Lac,8843638.0,"Phase 2, Hyderabad",1241 sqft,Under Construction,Ground out of 8,Resale,Semi-Furnished,South-West,Club,Society 386,2.0,2.0,2.0,Co-operative Society,1624 sqft,35x35,
1780,"2 BHK Flat for Sale in Sector 51, Noida","A beautiful 2 BHK apartment located in Sector 51, Noida, close to schools and markets.",84.88 Lac,,"Sector 51, Noida",75.6 sqm,Under Construction,2 out of 11,Resale,Semi-Furnished,North-East,Not Available,Society 256,1.0,3.0,0.0,Freehold,1055 sqft,28x28,
1781,"2 BHK Flat for Sale in Sector 46, Ahmedabad","A beautiful 2 BHK apartment located in Sector 46, Ahmedabad, close to schools and markets.",88.5 Lac,8849673.0,"Sector 46, Ahmedabad",849 sqft,Ready to Move,15 out of 26,New Property,Unfurnished,North-West,Pool,,1.0,1.0,0.0,Freehold,99.9 sqm,29x29,
1782,"3 BHK Flat for Sale in Sector 20, Delhi","A beautiful 3 BHK apartment located in Sector 20, Delhi, close to schools and markets.",2.43 Cr,,"Sector 20, Delhi",114.0 sqm,Ready to Move,4 out of 15,New Property,Semi-Furnished,,Club,Society 184,3.0,1.0,,Freehold,1678 sqft,35x35,
1783,"5 BHK Flat for Sale in Sector 50, Pune","A beautiful 5 BHK apartment located in Sector 50, Pune, close to schools and markets.",1.32 Cr,13169463.0,"Sector 50, Pune",1851 sqft,Ready to Move,16 out of 26,Resale,Unfurnished,North-East,,Society 382,,2.0,0.0,Co-operative Society,2296 sqft,43x43,
1784,"4 BHK Flat for Sale in Sector 19, Lucknow","A beautiful 4 BHK apartment located in Sector 19, Lucknow, close to schools and markets.",1.2 Cr,,"Sector 19, Lucknow",1575 sqft,Under Construction,16 out of 17,New Property,Semi-Furnished,North-West,Not Available,Society 72,4.0,,0.0,Co-operative Society,163.4 sqm,39x39,1931 sqft
1785,"2 BHK Flat for Sale in Sector 46, Chandigarh","A beautiful 2 BHK apartment located in Sector 46, Chandigarh, close to schools and markets.",94.54 Lac,,"Sector 46, Chandigarh",735 sqft,Under Construction,13 out of 14,Resale,Semi-Furnished,South,,Society 23,2.0,1.0,1.0,Co-operative Society,956 sqft,27x27,
1786,"4 BHK Flat for Sale in Sector 15, Faridabad","A beautiful 4 BHK apartment located in Sector 15, Faridabad, close to schools and markets.",1.17 Cr,,"Sector 15, Faridabad",169.9 sqm,Under Construction,5 out of 24,New Property,Unfurnished,,,Society 370,4.0,2.0,0.0,Power Of Attorney,2155 sqft,42x42,2993 sqft
1787,"4 BHK Flat for Sale in Sector 41, Faridabad","A beautiful 4 BHK apartment located in Sector 41, Faridabad, close to schools and markets.",1.32 Cr,,"Sector 41, Faridabad",1536 sqft,Ready to Move,2 out of 22,New Property,Furnished,North,,Society 114,4.0,1.0,1.0,Freehold,2034 sqft,39x39,
1788,"2 BHK Flat for Sale in Phase 5, Chennai","A beautiful 2 BHK apartment located in Phase 5, Chennai, close to schools and markets.",Call for Price,,"Phase 5, Chennai",639 sqft,Ready to Move,5 out of 19,New Property,Unfurnished,North,Not Available,Society 388,1.0,2.0,1.0,Freehold,964 sqft,25x25,
1789,"4 BHK Flat for Sale in Sector 42, Indore","A beautiful 4 BHK apartment located in Sector 42, Indore, close to schools and markets.",64.55 Lac,,"Sector 42, Indore",154.9 sqm,Ready to Move,8 out of 8,Resale,Unfurnished,North,Not Available,,4.0,1.0,2.0,Co-operative Society,1952 sqft,40x40,
1790,"2 BHK Flat for Sale in Sector 26, Lucknow","A beautiful 2 BHK apartment located in Sector 26, Lucknow, close to schools and markets.",43.99 Lac,4399343.0,"Sector 26, Lucknow",73.6 sqm,Under Construction,3 out of 3,Resale,Unfurnished,West,,Society 208,2.0,2.0,,Freehold,903 sqft,28x28,
1791,"3 BHK Flat for Sale in Sector 44, Nagpur","A beautiful 3 BHK apartment located in Sector 44, Nagpur, close to schools and markets.",87.63 Lac,8762800.0,"Sector 44, Nagpur",1099 sqft,Under Construction,16 out of 22,Resale,Furnished,North,Club,Society 268,,3.0,,Leasehold,1433 sqft,33x33,
1792,"3 BHK Flat for Sale in Sector 40, Chennai","A beautiful 3 BHK apartment located in Sector 40, Chennai, close to schools and markets.",1.19 Cr,,"Sector 40, Chennai",962 sqft,Ready to Move,2 out of 3,New Property,Furnished,South,,Society 138,2.0,1.0,2.0,Leasehold,1291 sqft,31x31,156.3 sqm
1793,"2 BHK Flat for Sale in Sector 40, Hyderabad","A beautiful 2 BHK apartment located in Sector 40, Hyderabad, close to schools and markets.",1.13 Cr,,"Sector 40, Hyderabad",838 sqft,Under Construction,11 out of 22,Resale,Unfurnished,South-West,Club,Society 15,2.0,2.0,2.0,Co-operative Society,1125 sqft,28x28,
1794,"3 BHK Flat for Sale in Sector 17, Ghaziabad","A beautiful 3 BHK apartment located in Sector 17, Ghaziabad, close to schools and markets.",62.16 Lac,6216305.0,"Sector 17, Ghaziabad",1050 sqft,Ready to Move,1 out of 21,New Property,Furnished,North,Not Available,Society 11,3.0,3.0,1.0,Freehold,1322 sqft,32x32,
1795,"1 BHK Flat for Sale in Phase 7, Chandigarh","A beautiful 1 BHK apartment located in Phase 7, Chandigarh, close to schools and markets.",43.63 Lac,4363256.0,"Phase 7, Chandigarh",394 sqft,Ready to Move,5 out of 9,Resale,Unfurnished,East,Main Road,,1.0,,1.0,Freehold,48.6 sqm,19x19,
1796,"5 BHK Flat for Sale in Sector 21, Hyderabad","A beautiful 5 BHK apartment located in Sector 21, Hyderabad, close to schools and markets.",2.67 Cr,,"Sector 21, Hyderabad",188.7 sqm,Ready to Move,7 out of 11,New Property,Furnished,East,,Society 384,4.0,,0.0,Power Of Attorney,246.8 sqm,45x45,
1797,"5 BHK Flat for Sale in Phase 2, Navi Mumbai","A beautiful 5 BHK apartment located in Phase 2, Navi Mumbai, close to schools and markets.",3.21 Cr,,"Phase 2, Navi Mumbai",161.5 sqm,Under Construction,1 out of 4,New Property,Unfurnished,North-West,Club,Society 261,5.0,1.0,1.0,Leasehold,208.3 sqm,41x41,2327 sqft
1798,"2 BHK Flat for Sale in Nagar, Thane","A beautiful 2 BHK apartment located in Nagar, Thane, close to schools and markets.",88.94 Lac,8894305.0,"Nagar, Thane",734 sqft,Ready to Move,26 out of 28,Resale,Unfurnished,North-East,Club,Society 257,2.0,1.0,0.0,Freehold,936 sqft,27x27,
1799,"1 BHK Flat for Sale in Nagar, Faridabad","A beautiful 1 BHK apartment located in Nagar, Faridabad, close to schools and markets.",24.39 Lac,,"Nagar, Faridabad",43.1 sqm,Under Construction,2 out of 12,Resale,Semi-Furnished,North,Pool,Society 337,1.0,2.0,1.0,Freehold,46.5 sqm,21x21,
1800,"5 BHK Flat for Sale in Sector 6, Kolkata","A beautiful 5 BHK apartment located in Sector 6, Kolkata, close to schools and markets.",1.35 Cr,13488881.0,"Sector 6, Kolkata",2052 sqft,Under Construction,1 out of 26,New Property,Unfurnished,South-West,Pool,Society 302,4.0,3.0,,Leasehold,237.3 sqm,45x45,
1801,"4 BHK Flat for Sale in Sector 42, Jaipur","A beautiful 4 BHK apartment located in Sector 42, Jaipur, close to schools and markets.",89.47 Lac,,"Sector 42, Jaipur",1240 sqft,Ready to Move,19 out of 29,New Property,Unfurnished,North-West,Garden/Park,Society 280,3.0,,,Power Of Attorney,1836 sqft,35x35,1853 sqft
1802,"3 BHK Flat for Sale in Phase 8, Jaipur","A beautiful 3 BHK apartment located in Phase 8, Jaipur, close to schools and markets.",81.88 Lac,8188367.0,"Phase 8, Jaipur",1125 sqft,Under Construction,12 out of 26,Resale,Unfurnished,South,Pool,Society 70,3.0,3.0,1.0,Freehold,147.4 sqm,33x33,2115 sqft
1803,"3 BHK Flat for Sale in Sector 1, Noida","A beautiful 3 BHK apartment located in Sector 1, Noida, close to schools and markets.",1.67 Cr,16713735.0,"Sector 1, Noida",113.7 sqm,Ready to Move,21 out of 28,Resale,Furnished,North-West,Not Available,Society 42,3.0,1.0,,Co-operative Society,1737 sqft,34x34,
1804,"1 BHK Flat for Sale in Sector 19, Mumbai","A beautiful 1 BHK apartment located in Sector 19, Mumbai, close to schools and markets.",1.1 Cr,,"Sector 19, Mumbai",298 sqft,Under Construction,Basement out of 3,Resale,Unfurnished,,Main Road,Society 117,1.0,2.0,2.0,Leasehold,453 sqft,17x17,563 sqft
1805,"5 BHK Flat for Sale in Sector 46, Thane","A beautiful 5 BHK apartment located in Sector 46, Thane, close to schools and markets.",2.45 Cr,24522655.0,"Sector 46, Thane",1594 sqft,Under Construction,2 out of 18,New Property,Unfurnished,North,Garden/Park,,5.0,2.0,1.0,Power Of Attorney,2076 sqft,39x39,
1806,"2 BHK Flat for Sale in Sector 57, Indore","A beautiful 2 BHK apartment located in Sector 57, Indore, close to schools and markets.",41.06 Lac,4105801.0,"Sector 57, Indore",648 sqft,Under Construction,7 out of 20,New Property,Furnished,North-West,Pool,Society 108,2.0,1.0,1.0,Power Of Attorney,847 sqft,25x25,867 sqft
1807,"5 BHK Flat for Sale in Sector 12, Thane","A beautiful 5 BHK apartment located in Sector 12, Thane, close to schools and markets.",2.22 Cr,,"Sector 12, Thane",1778 sqft,Under Construction,7 out of 27,New Property,Semi-Furnished,North,Garden/Park,Society 338,4.0,,1.0,Freehold,222.3 sqm,42x42,
1808,"3 BHK Flat for Sale in Sector 22, Pune","A beautiful 3 BHK apartment located in Sector 22, Pune, close to schools and markets.",1.41 Cr,,"Sector 22, Pune",1175 sqft,Ready to Move,1 out of 4,New Property,Unfurnished,North-East,Main Road,Society 165,3.0,3.0,2.0,Freehold,1507 sqft,34x34,1887 sqft
1809,"4 BHK Flat for Sale in Sector 58, Gurgaon","A beautiful 4 BHK apartment located in Sector 58, Gurgaon, close to schools and markets.",1.73 Cr,17288927.0,"Sector 58, Gurgaon",1393 sqft,Under Construction,18 out of 25,Resale,Furnished,South,Main Road,Society 337,4.0,0.0,1.0,Leasehold,188.8 sqm,37x37,
1810,"5 BHK Flat for Sale in Sector 33, Mumbai","A beautiful 5 BHK apartment located in Sector 33, Mumbai, close to schools and markets.",5.72 Cr,57179435.0,"Sector 33, Mumbai",2109 sqft,Ready to Move,10 out of 12,Resale,Unfurnished,South-West,Main Road,Society 385,5.0,2.0,1.0,Leasehold,2641 sqft,45x45,2828 sqft
1811,"4 BHK Flat for Sale in Sector 27, Nagpur","A beautiful 4 BHK apartment located in Sector 27, Nagpur, close to schools and markets.",1.21 Cr,,"Sector 27, Nagpur",1527 sqft,Ready to Move,9 out of 23,Resale,Furnished,South-West,Not Available,Society 314,4.0,0.0,1.0,Leasehold,1927 sqft,39x39,194.8 sqm
1812,"3 BHK Flat for Sale in Sector 58, Lucknow","A beautiful 3 BHK apartment located in Sector 58, Lucknow, close to schools and markets.",63.96 Lac,6395654.0,"Sector 58, Lucknow",111.4 sqm,Under Construction,Ground out of 1,Resale,Unfurnished,South-East,,Society 302,,1.0,2.0,Power Of Attorney,1660 sqft,34x34,
1813,"5 BHK Flat for Sale in Sector 23, Chandigarh","A beautiful 5 BHK apartment located in Sector 23, Chandigarh, close to schools and markets.",1.85 Cr,18527365.0,"Sector 23, Chandigarh",1765 sqft,Under Construction,19 out of 22,Resale,Furnished,North,Not Available,Society 111,5.0,1.0,0.0,Freehold,241.1 sqm,42x42,
1814,"1 BHK Flat for Sale in Sector 53, Ahmedabad","A beautiful 1 BHK apartment located in Sector 53, Ahmedabad, close to schools and markets.",35.05 Lac,,"Sector 53, Ahmedabad",391 sqft,Ready to Move,17 out of 22,Resale,Semi-Furnished,East,Not Available,Society 2,1.0,3.0,0.0,Leasehold,545 sqft,19x19,
1815,"2 BHK Flat for Sale in Sector 49, Surat","A beautiful 2 BHK apartment located in Sector 49, Surat, close to schools and markets.",37.96 Lac,3796383.0,"Sector 49, Surat",741 sqft,Under Construction,4 out of 12,New Property,Unfurnished,East,,Society 191,,3.0,0.0,Leasehold,897 sqft,27x27,
1816,"4 BHK Flat for Sale in Phase 6, Nagpur","A beautiful 4 BHK apartment located in Phase 6, Nagpur, close to schools and markets.",88.71 Lac,,"Phase 6, Nagpur",1356 sqft,Under Construction,12 out of 14,New Property,Furnished,North,Pool,Society 275,4.0,,0.0,Leasehold,161.4 sqm,36x36,
1817,"3 BHK Flat for Sale in Sector 46, Faridabad","A beautiful 3 BHK apartment located in Sector 46, Faridabad, close to schools and markets.",1.05 Cr,10526932.0,"Sector 46, Faridabad",1306 sqft,Under Construction,7 out of 7,Resale,Furnished,North-East,Pool,Society 27,3.0,,0.0,Freehold,1722 sqft,36x36,2115 sqft
1818,"3 BHK Flat for Sale in Sector 4, Lucknow","A beautiful 3 BHK apartment located in Sector 4, Lucknow, close to schools and markets.",Call for Price,,"Sector 4, Lucknow",1015 sqft,Ready to Move,26 out of 28,Resale,Semi-Furnished,West,Club,Society 165,3.0,1.0,2.0,Power Of Attorney,1544 sqft,31x31,
1819,"1 BHK Flat for Sale in Sector 7, Pune","A beautiful 1 BHK apartment located in Sector 7, Pune, close to schools and markets.",52.89 Lac,,"Sector 7, Pune",376 sqft,Ready to Move,Ground out of 5,New Property,Furnished,North-East,Club,Society 8,1.0,1.0,1.0,Co-operative Society,553 sqft,19x19,
1820,"4 BHK Flat for Sale in Sector 11, Delhi","A beautiful 4 BHK apartment located in Sector 11, Delhi, close to schools and markets.",2.91 Cr,,"Sector 11, Delhi",1398 sqft,Under Construction,11 out of 15,Resale,Semi-Furnished,North,Not Available,Society 292,4.0,2.0,2.0,Freehold,171.6 sqm,37x37,
1821,"2 BHK Flat for Sale in Sector 52, Mumbai","A beautiful 2 BHK apartment located in Sector 52, Mumbai, close to schools and markets.",2.14 Cr,,"Sector 52, Mumbai",848 sqft,Under Construction,6 out of 10,New Property,Semi-Furnished,South-West,,Society 122,2.0,2.0,0.0,Leasehold,1115 sqft,29x29,
1822,"5 BHK Flat for Sale in Extension, Faridabad","A beautiful 5 BHK apartment located in Extension, Faridabad, close to schools and markets.",1.27 Cr,12685575.0,"Extension, Faridabad",184.3 sqm,Under Construction,14 out of 15,New Property,Semi-Furnished,North-East,Not Available,Society 240,4.0,1.0,2.0,Co-operative Society,206.3 sqm,44x44,259.4 sqm
1823,"2 BHK Flat for Sale in Sector 33, Bangalore","A beautiful 2 BHK apartment located in Sector 33, Bangalore, close to schools and markets.",1.11 Cr,,"Sector 33, Bangalore",876 sqft,Under Construction,18 out of 21,New Property,Furnished,East,Not Available,Society 100,2.0,0.0,1.0,Leasehold,102.8 sqm,29x29,
1824,"3 BHK Flat for Sale in Sector 12, Gurgaon","A beautiful 3 BHK apartment located in Sector 12, Gurgaon, close to schools and markets.",1.46 Cr,,"Sector 12, Gurgaon",1067 sqft,Ready to Move,6 out of 16,Resale,Furnished,,Garden/Park,,3.0,0.0,1.0,Power Of Attorney,1479 sqft,32x32,
1825,"3 BHK Flat for Sale in Phase 1, Delhi","A beautiful 3 BHK apartment located in Phase 1, Delhi, close to schools and markets.",1.87 Cr,,"Phase 1, Delhi",1113 sqft,Under Construction,23 out of 30,New Property,Semi-Furnished,,Club,Society 117,2.0,0.0,1.0,Co-operative Society,132.0 sqm,33x33,
1826,"2 BHK Flat for Sale in Sector 8, Thane","A beautiful 2 BHK apartment located in Sector 8, Thane, close to schools and markets.",82.59 Lac,,"Sector 8, Thane",63.0 sqm,Under Construction,2 out of 8,Resale,Furnished,North-East,,Society 283,2.0,,0.0,Freehold,805 sqft,26x26,77.1 sqm
1827,"3 BHK Flat for Sale in Sector 43, Thane","A beautiful 3 BHK apartment located in Sector 43, Thane, close to schools and markets.",2.19 Cr,21862001.0,"Sector 43, Thane",102.9 sqm,Ready to Move,15 out of 16,Resale,Semi-Furnished,West,,Society 256,3.0,3.0,2.0,Power Of Attorney,111.7 sqm,33x33,
1828,"2 BHK Flat for Sale in Sector 43, Surat","A beautiful 2 BHK apartment located in Sector 43, Surat, close to schools and markets.",57.1 Lac,,"Sector 43, Surat",778 sqft,Ready to Move,8 out of 11,New Property,Furnished,,,Society 204,2.0,1.0,0.0,Freehold,954 sqft,27x27,
1829,"5 BHK Flat for Sale in Sector 42, Chandigarh","A beautiful 5 BHK apartment located in Sector 42, Chandigarh, close to schools and markets.",2.5 Cr,,"Sector 42, Chandigarh",2192 sqft,Under Construction,21 out of 21,Resale,Unfurnished,East,Main Road,Society 277,5.0,0.0,2.0,Co-operative Society,3059 sqft,46x46,
1830,"4 BHK Flat for Sale in Sector 3, Nagpur","A beautiful 4 BHK apartment located in Sector 3, Nagpur, close to schools and markets.",1.04 Cr,10433436.0,"Sector 3, Nagpur",1404 sqft,Ready to Move,1 out of 29,New Property,Furnished,South-West,Pool,Society 1,4.0,1.0,1.0,Power Of Attorney,2017 sqft,37x37,
